AIRPORT,LATITUDE,LONGITUDE
01A,58.10944444,-152.90666667
03A,65.54805556,-161.07166667
04A,68.08333333,-163.16666667
05A,67.57000000,-148.18388889
06A,57.74527778,-152.88277778
07A,55.55472222,-133.10166667
08A,59.15694444,-151.82916667
09A,59.36277778,-153.43055556
1AK,60.81833333,-164.51888889
1B1,42.28888889,-73.71027778
1B1,42.29138889,-73.71027778
1CA,38.19333333,-121.70361111
1FL,28.61500000,-80.69444444
1FL,28.61500000,-80.69444444
1G4,35.98611111,-113.81694444
1G4,35.98611111,-113.81694444
1G4,35.99027778,-113.81638889
1G4,35.99027778,-113.81638889
1GA,33.39000000,-84.33111111
1GA,33.39000000,-84.33111111
1N7,40.97111111,-74.99750000
1NC,36.43944444,-77.70944444
1NY,42.63694444,-77.05277778
1NY,42.63694444,-77.05277778
1NY,42.63722222,-77.05277778
1OH,41.68416667,-81.38972222
1PA,39.95916667,-79.65750000
1TN,35.65638889,-88.19527778
1TX,35.85750000,-102.01333333
1VA,38.58638889,-77.71055556
1WA,47.96694444,-117.42861111
2AK,56.08861111,-134.83361111
2AK,56.22138889,-134.68666667
2CA,35.74555556,-119.23638889
2FL,26.84583333,-80.22222222
2GA,31.21305556,-84.23527778
2NC,35.65444444,-79.89472222
2NY,40.82750000,-73.71694444
2TN,35.48611111,-84.93111111
2TX,30.21972222,-96.37444444
3CA,40.08555556,-123.81416667
3GA,31.39750000,-84.89472222
3NY,40.89861111,-72.41055556
3TN,36.37166667,-82.17277778
3TX,32.57750000,-96.71750000
4CA,38.53138889,-121.78638889
4CL,34.62500000,-117.60500000
4CL,34.62555556,-117.59833333
4GA,33.91972221,-84.85277778
4NY,41.81916667,-73.64333333
4TX,29.27722222,-103.68583333
5NY,44.85361111,-74.32888889
5TX,26.44166667,-98.12222222
6B0,43.98472222,-73.09583333
6B0,43.98472222,-73.09583333
6B0,43.98555556,-73.09555556
6B0,43.98555556,-73.09555556
6B0,43.98638889,-73.09555556
6NY,41.00888889,-72.27527778
6TX,29.74555556,-99.76083333
7AK,54.14472222,-165.60416667
7NY,41.07916667,-72.33916667
7TX,32.92333333,-98.43694444
8F3,33.62388889,-101.24083333
8NY,41.01611110,-72.33916667
8TX,31.48500000,-97.31666667
9NY,41.09277778,-72.31583333
9TX,31.83166667,-94.15638889
A01,64.36361111,-147.36388889
A01,64.36416667,-147.36138889
A02,57.06666667,-153.93777778
A03,58.45750000,-154.02333333
A04,57.27722222,-154.34222222
A05,61.96388889,-151.55583333
A06,65.65555556,-165.35638889
A07,66.76583333,-160.15250000
A07,66.76611111,-160.15277778
A08,56.59805556,-134.24277778
A09,60.48166667,-146.58416667
A09,60.48166667,-146.58416667
A09,60.48222222,-146.58222222
A09,60.48222222,-146.58222222
A11,60.78388889,-159.54027778
A12,60.78527778,-158.86444444
A13,61.39027778,-157.99555556
A14,61.18888889,-159.85833333
A15,70.71555556,-154.40694444
A15,70.71861111,-154.38833333
A16,70.74694444,-155.36083333
A17,58.06555556,-153.07250000
A18,63.54111111,-150.99500000
A18,63.54111111,-150.99500000
A18,63.54166667,-150.99388889
A18,63.54166667,-150.99388889
A1K,70.13611111,-146.29000000
A1L,34.26861111,-86.85805556
A20,70.34416667,-150.94472222
A21,65.85138889,-164.70277778
A22,53.97277778,-166.85694444
A23,59.77611111,-151.96361111
A24,59.33166667,-135.89666667
A25,59.28833333,-136.17388889
A26,68.48333333,-155.73333333
A27,64.44000000,-144.93638889
A28,57.25388889,-154.42222222
A29,57.32305556,-153.14944444
A2K,58.23305556,-157.36638889
A2L,34.47361111,-85.72138889
A30,57.96388889,-153.05833333
A31,58.98277778,-153.18333333
A34,58.36194444,-152.31222222
A35,70.17277778,-146.83611111
A36,55.56027778,-131.65555556
A37,61.89888889,-161.43972222
A37,61.89888889,-161.43805556
A38,64.09722222,-143.26666667
A39,61.86611111,-141.15972222
A3K,70.76583333,-154.23083333
A40,71.05694444,-154.72833333
A41,70.57472222,-152.25888889
A41,70.57611111,-152.27111111
A42,70.35833333,-153.19666667
A43,57.78083333,-152.39111111
A45,57.81666667,-134.58333333
A46,57.70000000,-134.26666667
A47,57.61666667,-134.36666667
A48,57.15000000,-153.15000000
A49,70.28444444,-152.21194444
A4K,64.42138889,-149.89444444
A50,58.56250000,-152.59611111
A51,64.35277778,-151.27500000
A52,59.96388889,-152.68222222
A53,64.33333333,-147.50000000
A54,53.68333333,-166.75000000
A56,56.03666667,-160.26611111
A57,58.26666667,-157.53333333
A58,64.50000000,-151.66666667
A59,68.48777778,-155.75750000
A5K,63.02444444,-145.50055556
A5K,63.02444444,-145.50055556
A61,54.58250000,-164.91444444
A61,54.58333333,-164.91250000
A62,60.86777778,-157.39194444
A63,65.31111111,-143.13527778
A63,65.31138889,-143.13555556
A63,65.31138889,-143.13555556
A63,65.31166667,-143.13416667
A63,65.31166667,-143.13416667
A65,57.53833333,-154.16444444
A66,60.90416667,-149.62388889
A66,60.90416667,-149.62388889
A66,60.90555556,-149.62388889
A66,60.90722222,-149.62277778
A66,60.90722222,-149.62277778
A67,57.84944444,-153.11527778
A69,55.74000000,-162.12527778
A6K,65.04472222,-145.42305556
A70,57.77416667,-153.54472222
A71,59.73833333,-151.03000000
A72,59.83333333,-152.58472222
A73,63.73250000,-148.91055556
A74,59.24111111,-151.87722222
A75,58.17194444,-152.89416667
A76,58.46444444,-152.59305556
A77,57.34333333,-152.89722222
A78,71.03000000,-154.44361111
A79,71.50166667,-154.03388889
A7K,62.03611111,-151.45222222
A80,70.57388889,-155.32138889
A81,70.66277778,-154.83666667
A82,60.69027778,-151.28888889
A83,59.37638889,-150.76500000
A84,63.75555556,-147.93000000
A85,61.85944444,-154.27666667
A87,58.58305556,-152.44583333
A89,59.92500000,-147.51666667
A8K,60.96166667,-151.33166667
A90,59.03916667,-158.46388889
A91,69.15555556,-163.49722222
A92,69.14805556,-163.51027778
A93,59.79166667,-151.26666667
A94,70.57416667,-155.31805556
A95,70.31194444,-153.24916667
A96,70.98083333,-157.09500000
A97,68.98555556,-163.47972222
A98,69.17083333,-163.25638889
A99,68.67666667,-162.64694444
A9K,63.68361111,-147.84027778
A9K,63.76694444,-147.97305556
AA1,59.95277778,-162.61694444
AA2,58.70944444,-157.07138889
AA4,59.63333333,-151.20833333
AA5,66.95583333,-155.61500000
AA7,65.67361111,-162.46416667
AA8,70.13750000,-147.03055556
AA9,61.53638889,-158.73888889
AAA,-17.35388889,-145.50972222
AAA,-17.35250000,-145.51000000
AAB,-26.70000000,141.04166667
AAC,31.05555556,33.82750000
AAC,31.07333333,33.83583333
AAC,31.07638889,33.83333333
AAD,18.05000000,30.93361111
AAE,36.82166667,7.81000000
AAE,36.82222222,7.80944444
AAE,36.82944444,7.81388889
AAF,29.72750000,-85.02750000
AAF,29.72750000,-85.02750000
AAF,29.72750000,-85.02750000
AAF,29.72750000,-85.02750000
AAH,50.82166667,6.18416667
AAH,50.82305556,6.18611111
AAH,50.82305556,6.18611111
AAH,50.82305556,6.18750000
AAH,50.82305556,6.18750000
AAH,50.82305556,6.18750000
AAH,50.82305556,6.18750000
AAI,-13.02583333,-46.88361111
AAI,-13.02583333,-46.88361111
AAI,-13.02500000,-46.88416667
AAI,-13.02500000,-46.88416667
AAI,-12.91666667,-46.93333333
AAL,57.09277778,9.84916667
AAL,57.09305556,9.85000000
AAL,57.09416667,9.85583333
AAM,-24.81694444,31.54416667
AAM,-24.80833333,31.54166667
AAN,24.26166667,55.60916667
AAN,24.26166667,55.60916667
AAN,24.26194444,55.60750000
AAO,9.43000000,-64.47083333
AAO,9.43000000,-64.47083333
AAO,9.43027778,-64.47083333
AAO,9.43027778,-64.47083333
AAO,9.43194444,-64.46388889
AAQ,44.90000000,37.31666667
AAQ,45.00222222,37.34722222
AAQ,45.00222222,37.34722222
AAQ,45.00222222,37.34722222
AAR,56.30000000,10.61888889
AAR,56.30388889,10.62000000
AAR,56.31027778,10.61805556
AAU,-13.51666667,-172.65000000
AAX,-19.56805556,-46.92916667
AAX,-19.56333333,-46.96027778
AAX,-19.56333333,-46.96027778
ABA,53.74000000,91.38500000
ABA,53.74000000,91.38500000
ABA,53.74000000,91.38527778
ABD,30.36527778,48.23305556
ABD,30.36611111,48.23222222
ABD,30.36611111,48.23222222
ABE,40.65222222,-75.44055556
ABE,40.65222222,-75.44055556
ABE,40.65222222,-75.44027778
ABE,40.65222222,-75.44027778
ABE,40.65250000,-75.44027778
ABE,40.65472222,-75.43833333
ABI,32.40944444,-99.67972222
ABI,32.41111111,-99.68166667
ABI,32.41138889,-99.68194444
ABJ,5.25555556,-3.92916667
ABJ,5.26138889,-3.92583333
ABJ,5.26138889,-3.92583333
ABJ,5.26138889,-3.92583333
ABJ,5.26138889,-3.92583333
ABJ,5.26138889,-3.92583333
ABK,6.73277778,44.24138889
ABK,6.73277778,44.24138889
ABK,6.73277778,44.24166667
ABK,6.73277778,44.24166667
ABK,6.73388889,44.26611111
ABL,67.08750000,-157.84583333
ABQ,35.03888889,-106.60833333
ABQ,35.03888889,-106.60833333
ABQ,35.04027778,-106.60916667
ABQ,35.04027778,-106.60916667
ABQ,35.04166667,-106.60638889
ABR,45.44666667,-98.42250000
ABR,45.44666667,-98.42250000
ABR,45.44833333,-98.42250000
ABR,45.44916667,-98.42194444
ABR,45.44916667,-98.42194444
ABR,45.44972222,-98.42166667
ABS,22.37222222,31.61527778
ABS,22.37472222,31.60944444
ABS,22.37472222,31.60944444
ABS,22.37583333,31.61166667
ABS,22.37583333,31.61166667
ABT,20.29611111,41.63416667
ABT,20.29611111,41.63416667
ABT,20.29611111,41.63416667
ABT,20.29611111,41.63416667
ABT,20.29833333,41.63583333
ABV,9.00555556,7.26611111
ABV,9.00666667,7.26305556
ABV,9.00666667,7.26305556
ABV,9.00666667,7.26305556
ABV,9.00666667,7.26305556
ABX,-36.06833333,146.97666667
ABX,-36.06777778,146.95805556
ABY,31.53222222,-84.19611111
ABY,31.53555556,-84.19444444
ABZ,57.20194444,-2.19777778
ABZ,57.20194444,-2.19777778
ABZ,57.20250000,-2.19805556
ABZ,57.20361111,-2.19916667
ABZ,57.20361111,-2.19916667
ABZ,57.20416667,-2.19861111
ACA,16.75555556,-99.76694444
ACA,16.75694444,-99.75388889
ACA,16.75722222,-99.75388889
ACB,44.98472222,-85.19916667
ACB,44.98861111,-85.19833333
ACC,5.59527778,-0.17083333
ACC,5.60444444,-0.16750000
ACC,5.60444444,-0.16750000
ACE,28.94250000,-13.60472222
ACE,28.94555556,-13.60527778
ACH,47.48500000,9.56000000
ACH,47.48527778,9.56000000
ACI,49.70611111,-2.21472222
ACI,49.70611111,-2.21472222
ACI,49.70666667,-2.21472222
ACI,49.70666667,-2.21472222
ACI,49.70666667,-2.21444444
ACI,49.70694444,-2.21527778
ACI,49.70694444,-2.21472222
ACK,41.25305556,-70.06027778
ACK,41.25305556,-70.06027778
ACK,41.25305556,-70.06000000
ACK,41.25305556,-70.06000000
ACK,41.25666667,-70.05972222
ACT,31.61138889,-97.22861111
ACT,31.61222222,-97.23027778
ACU,8.43333333,-77.96666667
ACV,40.97777778,-124.10833333
ACV,40.97777778,-124.10833333
ACV,40.97777778,-124.10833333
ACV,40.97805556,-124.10861111
ACV,40.97805556,-124.10861111
ACV,40.97916667,-124.10750000
ACY,39.45611111,-74.57805556
ACY,39.45666667,-74.57777778
ACY,39.45750000,-74.57805556
ACY,39.45750000,-74.57722222
ADA,36.98222222,35.28027778
ADA,36.98361111,35.28083333
ADB,38.29222222,27.15583333
ADB,38.29472222,27.16000000
ADC,-7.13722222,145.74500000
ADC,-7.13638889,145.74388889
ADC,-7.13611111,145.74416667
ADD,8.97805556,38.79944444
ADD,8.97805556,38.79944444
ADE,12.82777778,45.03055556
ADE,12.82944444,45.02888889
ADE,12.83444444,45.02888889
ADJ,31.97222222,35.99000000
ADJ,31.97222222,35.99000000
ADJ,31.97277778,35.99166667
ADK,51.87805556,-176.64611111
ADK,51.87805556,-176.64611111
ADK,51.87805556,-176.64583333
ADK,51.88277778,-176.64472222
ADK,51.88361111,-176.64250000
ADK,51.88361111,-176.64250000
ADL,-34.94833333,138.53472222
ADL,-34.94500000,138.53055556
ADM,34.30305556,-97.01972222
ADM,34.30388889,-97.02055556
ADM,34.30388889,-97.02055556
ADM,34.30416667,-97.02055556
ADM,34.30416667,-97.02055556
ADN,5.66666667,-75.88333333
ADN,5.69777778,-75.88027778
ADN,5.69777778,-75.88027778
ADN,5.69805556,-75.87972222
ADN,5.69805556,-75.87972222
ADO,-30.43777778,137.13722222
ADQ,57.74972222,-152.49388889
ADQ,57.74972222,-152.49388889
ADQ,57.75000000,-152.49388889
ADQ,57.75000000,-152.49388889
ADS,32.96833333,-96.83611111
ADS,32.96861111,-96.83638889
ADT,34.80416667,-96.67111111
ADT,34.80416667,-96.67111111
ADT,34.80416667,-96.67111111
ADT,34.80416667,-96.67111111
ADW,38.81083333,-76.86722222
ADW,38.81083333,-76.86694444
ADW,38.81083333,-76.86694444
ADW,38.81083333,-76.86694444
ADW,38.81083333,-76.86694444
ADX,56.37277778,-2.86861111
ADX,56.37277778,-2.86833333
ADX,56.37277778,-2.86833333
ADX,56.37416667,-2.86861111
ADX,56.37416667,-2.86861111
ADZ,12.58305556,-81.71166667
ADZ,12.58333333,-81.70000000
ADZ,12.58361111,-81.71138889
AE1,23.65138889,53.82333333
AE2,24.52444444,54.97611111
AED,58.03333333,-152.90000000
AEG,1.40000000,99.43055556
AEH,13.84694444,20.84361111
AEH,13.84750000,20.84333333
AEH,13.85138889,20.85083333
AEO,16.70916667,-9.63555556
AEO,16.71138889,-9.63777778
AEP,-34.55916667,-58.41583333
AEP,-34.55888889,-58.41583333
AER,43.45000000,39.93333333
AER,43.45000000,39.93333333
AES,62.56027778,6.11027778
AES,62.56027778,6.11027778
AES,62.56111111,6.11416667
AES,62.56250000,6.10527778
AET,66.55194444,-152.62222222
AET,66.56166667,-152.65833333
AEX,31.32416667,-92.54694444
AEX,31.32750000,-92.54861111
AEY,65.65666667,-18.07194444
AEY,65.65666667,-18.07194444
AEY,65.65694444,-18.07222222
AEY,65.66000000,-18.07277778
AEY,65.66000000,-18.07277778
AF1,34.94611111,69.26500000
AF2,31.85027778,64.22361111
AF2,31.85027778,64.22361111
AF2,31.85694444,64.22083333
AF2,31.85694444,64.22083333
AF2,31.85694444,64.22111111
AF3,31.08972222,64.06638889
AF3,31.09194444,64.06694444
AF3,31.09194444,64.06694444
AF4,33.39222222,62.26111111
AFA,-34.58916667,-68.40055556
AFA,-34.58861111,-68.40277778
AFA,-34.58777778,-68.40361111
AFA,-34.58777778,-68.40361111
AFA,-34.58777778,-68.40333333
AFA,-34.58777778,-68.40333333
AFF,38.96972222,-104.81277778
AFF,38.96972222,-104.81277778
AFF,38.96972222,-104.81250000
AFF,38.97416667,-104.81777778
AFF,38.97416667,-104.81777778
AFK,40.60555556,-95.86777778
AFK,40.60555556,-95.86777778
AFK,40.60638889,-95.86666667
AFK,40.60666667,-95.86666667
AFK,40.60666667,-95.86666667
AFK,40.60694444,-95.86583333
AFO,42.70888889,-110.94222222
AFO,42.71666667,-110.93333333
AFP,35.02055556,-80.07722222
AFP,35.02055556,-80.07722222
AFP,35.02055556,-80.07722222
AFP,35.02055556,-80.07722222
AFP,35.02388889,-80.08138889
AFU,25.11583333,51.31527778
AFW,32.98666667,-97.31750000
AFW,32.98750000,-97.31888889
AFW,32.98777778,-97.31888889
AFW,32.98777778,-97.31888889
AFW,32.98944444,-97.31944444
AFW,32.98944444,-97.31944444
AFW,32.99027778,-97.31944444
AFW,32.99027778,-97.31944444
AFY,38.72638889,30.60111111
AFY,38.73500000,30.59555556
AGA,30.38055556,-9.54583333
AGA,30.38138889,-9.54611111
AGB,48.42444444,10.93222222
AGB,48.42527778,10.93194444
AGB,48.42611111,10.93305556
AGC,40.35444444,-79.93027778
AGC,40.35444444,-79.93027778
AGC,40.35444444,-79.92916667
AGC,40.35444444,-79.92916667
AGC,40.35472222,-79.93000000
AGC,40.35472222,-79.93000000
AGF,44.17361111,0.59861111
AGF,44.17388889,0.59305556
AGF,44.17388889,0.59305556
AGF,44.17388889,0.59305556
AGF,44.17388889,0.59305556
AGF,44.17472222,0.59055556
AGF,44.17472222,0.59055556
AGG,-4.06583333,144.07388889
AGH,56.29111111,12.85500000
AGH,56.29111111,12.85500000
AGH,56.29166667,12.85500000
AGH,56.29166667,12.85500000
AGH,56.29305556,12.86250000
AGH,56.29583333,12.84972222
AGK,-6.40333333,143.84666667
AGL,-9.34027778,149.15527778
AGL,-9.33750000,149.15555556
AGN,57.50388889,-134.58333333
AGP,36.67166667,-4.49805556
AGP,36.67500000,-4.49916667
AGP,36.67500000,-4.49916667
AGP,36.67972222,-4.49583333
AGP,36.67972222,-4.49583333
AGP,36.68000000,-4.49583333
AGP,36.68000000,-4.49583333
AGP,36.68000000,-4.49583333
AGQ,38.60194444,21.35111111
AGQ,38.60416667,21.35194444
AGR,27.15777778,77.96083333
AGR,27.15833333,77.96277778
AGS,33.36916667,-81.96444444
AGS,33.36916667,-81.96444444
AGS,33.37000000,-81.96444444
AGT,-25.45555556,-54.84361111
AGU,21.70083333,-102.31805556
AGU,21.70555556,-102.31777778
AGU,21.70555556,-102.31777778
AGU,21.70555556,-102.31777778
AGV,9.55222222,-69.23333333
AGV,9.55333333,-69.23750000
AGX,10.83333333,72.20000000
AHA,26.19194444,127.64777778
AHB,18.23861111,42.65500000
AHB,18.24027778,42.65638889
AHB,18.24027778,42.65638889
AHB,18.24027778,42.65666667
AHB,18.24027778,42.65666667
AHD,34.14694444,-97.12277778
AHD,34.14694444,-97.12277778
AHN,33.94833333,-83.32694444
AHN,33.94861111,-83.32638889
AHN,33.94861111,-83.32638889
AHN,33.94861111,-83.32583333
AHN,33.94861111,-83.32583333
AHO,40.63055556,8.28888889
AHO,40.63222222,8.29083333
AHO,40.63222222,8.29083333
AHO,40.63222222,8.29083333
AHO,40.63222222,8.29083333
AHO,40.63222222,8.29083333
AHS,15.47277778,-84.35305556
AHS,15.47277778,-84.35305556
AHS,15.47277778,-84.35305556
AHS,15.47277778,-84.35305556
AHS,15.47277778,-84.35138889
AHT,51.37861111,179.25861111
AHU,35.17722222,-3.83944444
AHU,35.17972222,-3.83694444
AIA,42.05166667,-102.80666667
AIA,42.05333333,-102.80388889
AIA,42.05333333,-102.80388889
AIA,42.05333333,-102.80361111
AIA,42.05333333,-102.80361111
AIB,56.19000000,-132.44583333
AID,40.10861111,-85.61305556
AID,40.10861111,-85.61305556
AIK,33.64944444,-81.68500000
AIK,33.64944444,-81.68500000
AIK,33.65000000,-81.68472222
AIN,70.63055556,-160.04305556
AIN,70.63805556,-159.99472222
AIO,41.40388889,-95.04861111
AIT,-18.85000000,-159.75000000
AIT,-18.83750000,-159.76111111
AIT,-18.83722222,-159.76111111
AIT,-18.83722222,-159.76111111
AIT,-18.83694444,-159.76111111
AIT,-18.83694444,-159.76083333
AIT,-18.83694444,-159.76083333
AIY,39.36000000,-74.46000000
AIY,39.36000000,-74.45722222
AIZ,38.09611111,-92.54944444
AIZ,38.09833333,-92.54722222
AJA,41.92166667,8.80111111
AJA,41.92166667,8.80111111
AJA,41.92166667,8.80111111
AJA,41.92166667,8.80111111
AJA,41.92388889,8.80250000
AJA,41.92388889,8.80250000
AJA,41.92416667,8.80305556
AJF,29.78500000,40.10000000
AJF,29.80000000,40.06666667
AJJ,19.72805556,-14.38527778
AJJ,19.73055556,-14.37444444
AJL,23.84055556,92.61972222
AJN,-12.13222222,44.43027778
AJN,-12.13222222,44.43027778
AJN,-12.13111111,44.43055556
AJN,-12.13111111,44.43055556
AJN,-12.12638889,44.42972222
AJR,65.58611111,19.28250000
AJR,65.59027778,19.28194444
AJR,65.59166667,19.27750000
AJU,-10.98388889,-37.07027778
AJU,-10.98388889,-37.07027778
AJY,16.96083333,8.00916667
AJY,16.96416667,7.99305556
AJY,16.96611111,8.00000000
AJY,16.96611111,8.00000000
AJY,16.96611111,8.00000000
AJY,16.96611111,8.00027778
AJY,16.96611111,8.00027778
AK1,65.77277778,-165.89027778
AK2,60.71027778,-151.72111111
AK3,64.19805556,-147.92861111
AK4,67.58055556,-148.16472222
AK5,70.37027778,-150.42111111
AK6,64.07138889,-148.00000000
AK7,65.47722222,-150.05083333
AK8,60.43333333,-151.48333333
AK9,55.73333333,-132.43333333
AKB,52.22027778,-174.20694444
AKB,52.22055556,-174.20611111
AKC,41.03750000,-81.46777778
AKC,41.03750000,-81.46694444
AKF,24.17888889,23.31388889
AKF,24.17888889,23.31388889
AKF,24.17916667,23.31277778
AKF,24.20000000,23.33333333
AKH,24.06333333,47.58055556
AKH,24.06805556,47.58194444
AKH,24.07027778,47.56222222
AKH,24.07055556,47.56222222
AKI,60.90277778,-161.23055556
AKI,60.90555556,-161.22333333
AKJ,43.67083333,142.44750000
AKJ,43.67083333,142.45138889
AKJ,43.67083333,142.45166667
AKK,56.93861111,-154.18250000
AKK,56.94500000,-154.16666667
AKL,-37.01194444,174.78638889
AKL,-37.01111111,174.79916667
AKL,-37.00805556,174.79166667
AKN,58.67638889,-156.64861111
AKN,58.67777778,-156.65166667
AKO,40.17555556,-103.22222222
AKO,40.17555556,-103.22194444
AKP,68.13361111,-151.74333333
AKP,68.13750000,-151.74000000
AKR,7.24666667,5.30111111
AKR,7.25833333,5.30416667
AKS,-8.70250000,160.68166667
AKS,-8.70250000,160.68166667
AKS,-8.70250000,160.68166667
AKS,-8.69777778,160.68083333
AKT,34.59027778,32.98750000
AKT,34.59027778,32.98777778
AKX,50.25000000,57.21666667
AKX,50.25000000,57.21666667
AKY,20.13027778,92.88027778
AKY,20.13027778,92.88027778
AKY,20.13277778,92.87250000
AKY,20.13333333,92.87055556
AL1,34.22916667,-86.25583333
AL2,33.17694444,-86.78277778
AL2,33.17777778,-86.78333333
AL3,34.85944444,-86.55750000
AL3,34.85944444,-86.55750000
AL3,34.85944444,-86.55750000
AL3,34.85944444,-86.55750000
AL3,34.86138889,-86.55750000
AL3,34.86138889,-86.55750000
AL4,31.30833333,-86.39222222
AL4,31.30888889,-86.39388889
AL5,32.46388889,-87.95416667
AL5,32.46388889,-87.95416667
AL5,32.46388889,-87.95416667
AL5,32.46388889,-87.95416667
AL6,30.46055556,-87.87694444
AL7,33.90194444,-87.31388889
AL8,34.68722222,-86.00500000
AL8,34.68861111,-86.00583333
AL8,34.68861111,-86.00583333
AL9,33.17194444,-86.30555556
ALA,43.35000000,77.03333333
ALA,43.35000000,77.03333333
ALA,43.35555556,77.04388889
ALB,42.74583333,-73.80527778
ALB,42.74916667,-73.80194444
ALC,38.28222222,-0.55833333
ALC,38.28222222,-0.55805556
ALC,38.28222222,-0.55805556
ALC,38.28222222,-0.55805556
ALC,38.28222222,-0.55805556
ALC,38.28250000,-0.55833333
ALC,38.28361111,-0.55861111
ALE,30.38416667,-103.68361111
ALE,30.38416667,-103.68305556
ALF,69.97611111,23.37166667
ALF,69.97611111,23.37166667
ALF,69.97611111,23.38055556
ALF,69.97750000,23.36472222
ALF,69.97750000,23.36472222
ALG,36.69083333,3.21555556
ALG,36.69111111,3.21527778
ALG,36.69111111,3.21527778
ALG,36.69111111,3.21527778
ALG,36.69250000,3.21500000
ALG,36.69250000,3.21500000
ALG,36.69333333,3.21722222
ALH,-34.94500000,117.80583333
ALH,-34.94444444,117.80888889
ALH,-34.94333333,117.80888889
ALI,27.74083333,-98.02722222
ALI,27.74083333,-98.02694444
ALJ,-28.57500000,16.53333333
ALJ,-28.57138889,16.53055556
ALJ,-28.56722222,16.53638889
ALK,7.58333333,39.06666667
ALL,44.05055556,8.12750000
ALM,32.83944444,-105.99111111
ALM,32.83944444,-105.99111111
ALM,32.83972222,-105.99000000
ALM,32.84000000,-105.99055556
ALM,32.84000000,-105.99055556
ALM,32.84138889,-105.98888889
ALN,38.89000000,-90.04611111
ALN,38.89166667,-90.04833333
ALO,42.55611111,-92.39972222
ALO,42.55694444,-92.40027778
ALO,42.55833333,-92.40111111
ALP,36.18055556,37.22444444
ALP,36.18083333,37.22666667
ALQ,-29.79972222,-55.76333333
ALR,-45.21388889,169.36944444
ALR,-45.21138889,169.37166667
ALS,37.43500000,-105.86777778
ALS,37.43500000,-105.86777778
ALS,37.43500000,-105.86666667
ALS,37.43500000,-105.86666667
ALS,37.43666667,-105.86666667
ALT,-1.94055556,-54.74027778
ALU,11.98333333,50.78333333
ALW,46.09250000,-118.28416667
ALW,46.09472222,-118.29111111
ALW,46.09472222,-118.28888889
ALW,46.09472222,-118.28888889
ALW,46.09527778,-118.28583333
ALW,46.09527778,-118.28583333
ALX,32.91472222,-85.96305556
ALX,32.91666667,-85.96666667
ALY,31.18361111,29.94861111
ALY,31.18777778,29.94805556
ALZ,56.89583333,-154.24583333
AMA,35.21944444,-101.70583333
AMA,35.22722222,-101.72194444
AMA,35.22722222,-101.72194444
AMD,23.06638889,72.62416667
AMD,23.07722222,72.63444444
AMD,23.07722222,72.63444444
AMD,23.07722222,72.63444444
AMF,-4.10166667,141.66972222
AMF,-4.10055556,141.66972222
AMG,-4.60000000,143.50000000
AMH,6.03611111,37.57694444
AMH,6.03944444,37.59083333
AMI,-8.56083333,116.09472222
AMI,-8.56055556,116.09472222
AMI,-8.56000000,116.09694444
AMI,-8.56000000,116.09694444
AMK,37.20305556,-107.86916667
AMK,37.20388889,-107.86861111
AML,8.26555556,-82.86555556
AML,8.26750000,-82.86472222
AMM,31.72250000,35.99333333
AMM,31.72250000,35.99333333
AMM,31.72333333,35.99416667
AMN,43.32083333,-84.68666667
AMN,43.32222222,-84.68805556
AMO,14.14638889,15.31527778
AMO,14.14722222,15.31444444
AMP,-24.69944444,44.73277778
AMP,-24.69944444,44.73305556
AMQ,-3.71027778,128.08972222
AMS,52.30833333,4.76805556
AMS,52.30861111,4.76388889
AMW,41.99194444,-93.62194444
AMW,41.99416667,-93.61833333
AMX,-21.74000000,135.24000000
AMY,-17.68611111,45.62500000
AMY,-17.68555556,45.62527778
ANA,33.81666667,-117.93333333
ANB,33.58805556,-85.85805556
ANB,33.58805556,-85.85805556
ANB,33.58805556,-85.85805556
ANB,33.58805556,-85.85805556
ANB,33.59027778,-85.85583333
ANC,61.16916667,-149.98527778
ANC,61.17416667,-149.99805556
ANC,61.17416667,-149.99805556
ANC,61.17444444,-149.99638889
ANC,61.17444444,-149.99638889
ANC,61.17444444,-149.99611111
AND,34.49361111,-82.71000000
AND,34.49444444,-82.70944444
ANE,47.49722222,-0.57277778
ANE,47.56000000,-0.31277778
ANE,47.56027778,-0.31277778
ANF,-23.44527778,-70.44527778
ANF,-23.44444444,-70.44500000
ANF,-23.44444444,-70.44500000
ANF,-23.44444444,-70.44500000
ANF,-23.44444444,-70.44500000
ANF,-23.43944444,-70.44277778
ANG,45.72944444,0.21833333
ANG,45.72944444,0.21833333
ANG,45.72944444,0.21833333
ANG,45.72944444,0.21833333
ANG,45.72944444,0.21833333
ANG,45.72944444,0.21972222
ANI,61.58138889,-159.54527778
ANI,61.58166667,-159.54305556
ANK,39.95027778,32.68750000
ANK,39.95027778,32.68750000
ANK,39.95166667,32.68805556
ANK,39.95194444,32.68611111
ANK,39.95194444,32.68611111
ANM,-15.00000000,50.32138889
ANM,-14.99944444,50.32027778
ANN,55.03694444,-131.57055556
ANN,55.04222222,-131.57083333
ANN,55.04222222,-131.57083333
ANN,55.04250000,-131.57222222
ANN,55.04250000,-131.57222222
ANO,-16.18250000,39.94500000
ANO,-16.18250000,39.94500000
ANO,-16.18250000,39.94527778
ANO,-16.18250000,39.94527778
ANO,-16.17777778,39.93694444
ANP,38.94277778,-76.56888889
ANP,38.94277778,-76.56833333
ANR,51.18944444,4.46027778
